Title                                                                                                - Score - Num Eps            - Duration              - Genre(s)                                                                                                                                                       - Link
Bubblegum Crisis                                                                                     - 7.34  - 8 episode(s)       - 41 min. per ep.       - Sci-Fi, Adventure, Mecha, Shounen                                                                                                                              - https://myanimelist.net/anime/1347
Bubuki Buranki: Hoshi no Kyojin                                                                      - 7.00  - 12 episode(s)      - 23 min. per ep.       - Action, Sci-Fi, Drama, Mecha                                                                                                                                   - https://myanimelist.net/anime/33041
Bubuki Buranki                                                                                       - 6.41  - 12 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Drama, Mecha                                                                                                                                   - https://myanimelist.net/anime/32023
Buddy Complex: Daremo Shiranai Ashita e                                                              - 7.06  - 1 episode(s)       - 1 hr. 34 min.         - Action, Mecha, Sci-Fi                                                                                                                                          - https://myanimelist.net/anime/31105
Buddy Complex                                                                                        - 7.26  - 13 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Mecha                                                                                                                                          - https://myanimelist.net/anime/21437
Burn Up Excess                                                                                       - 6.67  - 13 episode(s)      - 25 min. per ep.       - Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen                                                                                                      - https://myanimelist.net/anime/370
Burn Up Scramble                                                                                     - 6.31  - 12 episode(s)      - 24 min. per ep.       - Action, Comedy, Drama, Ecchi, Police, Sci-Fi, Shounen                                                                                                          - https://myanimelist.net/anime/693
Burn Up! W                                                                                           - 6.47  - 4 episode(s)       - 27 min. per ep.       - Sci-Fi, Comedy, Ecchi, Mecha, Shounen                                                                                                                          - https://myanimelist.net/anime/769
Burn Up!                                                                                             - 6.20  - 1 episode(s)       - 46 min.               - Action, Sci-Fi, Comedy, Police, Ecchi                                                                                                                          - https://myanimelist.net/anime/767
Burutabu-chan                                                                                        - 5.11  - Unknown episode(s) - 10 sec.               - Comedy, Fantasy, Magic                                                                                                                                         - https://myanimelist.net/anime/32237
Butlers: Chitose Momotose Monogatari                                                                 - N/A   - Unknown episode(s) - Unknown               - Comedy                                                                                                                                                         - https://myanimelist.net/anime/36309
Byoudoku no Denpa                                                                                    - N/A   - 1 episode(s)       - 14 min.               - Action, Comedy, Drama, Ecchi, Fantasy, Historical, Kids, Magic, Music, Mystery, Romance, School, Seinen, Shoujo, Slice of Life, Sports, Supernatural, Thriller - https://myanimelist.net/anime/34992
Byousoku 5 Centimeter                                                                                - 7.98  - 3 episode(s)       - 22 min. per ep.       - Drama, Romance, Slice of Life                                                                                                                                  - https://myanimelist.net/anime/1689
Byston Well Monogatari: Garzey no Tsubasa                                                            - 4.10  - 3 episode(s)       - 30 min. per ep.       - Fantasy                                                                                                                                                        - https://myanimelist.net/anime/1657
C: The Money of Soul and Possibility Control                                                         - 7.39  - 11 episode(s)      - 22 min. per ep.       - Action, Mystery, Super Power, Thriller                                                                                                                         - https://myanimelist.net/anime/10163
Cake Sushi                                                                                           - 4.11  - 2 episode(s)       - 41 sec. per ep.       - Comedy                                                                                                                                                         - https://myanimelist.net/anime/35702
Cakes                                                                                                - 3.88  - 1 episode(s)       - 49 sec.               - Comedy                                                                                                                                                         - https://myanimelist.net/anime/33863
Calbee Hitokuchi Gekijou                                                                             - 4.00  - 18 episode(s)      - 30 sec. per ep.       - Comedy, Slice of Life                                                                                                                                          - https://myanimelist.net/anime/32738
California Crisis: Tsuigeki no Juuka                                                                 - 5.72  - 1 episode(s)       - 45 min.               - Action, Adventure, Comedy                                                                                                                                      - https://myanimelist.net/anime/3127
Calihara no Uta                                                                                      - 5.60  - 1 episode(s)       - 4 min.                - Music, Kids                                                                                                                                                    - https://myanimelist.net/anime/34908
Candy Boy Episode: EX01 - Mirai Yohouzu                                                              - 7.00  - 1 episode(s)       - 7 min.                - School, Shoujo Ai, Slice of Life                                                                                                                               - https://myanimelist.net/anime/5116
Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron                                                     - 6.95  - 1 episode(s)       - 9 min.                - Slice of Life, Romance, Shoujo Ai                                                                                                                              - https://myanimelist.net/anime/6479
Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life                                 - 7.04  - 7 episode(s)       - 15 min. per ep.       - Romance, School, Shoujo Ai                                                                                                                                     - https://myanimelist.net/anime/4535
Candy no Yume                                                                                        - 4.53  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36302
Candy☆Boy: Side Story For Archive                                                                    - 6.98  - 1 episode(s)       - 13 min.               - Romance, School, Shoujo Ai                                                                                                                                     - https://myanimelist.net/anime/3456
Capsule Samurai                                                                                      - 3.00  - 40 episode(s)      - 40 sec. per ep.       - Comedy, Music, Samurai                                                                                                                                         - https://myanimelist.net/anime/36735
Captain Earth                                                                                        - 6.47  - 25 episode(s)      - 24 min. per ep.       - Action, Mecha, Romance, Sci-Fi, Space                                                                                                                          - https://myanimelist.net/anime/21677
Cardfight!! Vanguard G: GIRS Crisis-hen                                                              - 6.96  - 26 episode(s)      - 24 min. per ep.       - Action, Game, Shounen                                                                                                                                          - https://myanimelist.net/anime/31196
Cardfight!! Vanguard G: Next                                                                         - 6.94  - 52 episode(s)      - 24 min. per ep.       - Action, Game, Shounen                                                                                                                                          - https://myanimelist.net/anime/34077
Cardfight!! Vanguard G: Stride Gate-hen                                                              - 7.01  - 24 episode(s)      - 24 min. per ep.       - Action, Game, Shounen                                                                                                                                          - https://myanimelist.net/anime/32802
Cardfight!! Vanguard G: Z                                                                            - 6.84  - Unknown episode(s) - 24 min.               - Action, Game, Shounen                                                                                                                                          - https://myanimelist.net/anime/36022
Cardfight!! Vanguard G                                                                               - 6.82  - 48 episode(s)      - 24 min. per ep.       - Action, Game, Shounen                                                                                                                                          - https://myanimelist.net/anime/27815
Cardfight!! Vanguard: Asia Circuit-hen                                                               - 7.02  - 39 episode(s)      - 24 min. per ep.       - Action, Game, Adventure, Demons, Shounen                                                                                                                       - https://myanimelist.net/anime/13145
Cardfight!! Vanguard: Legion Mate-hen                                                                - 7.04  - 33 episode(s)      - 24 min. per ep.       - Action, Adventure, Demons, Game, Shounen                                                                                                                       - https://myanimelist.net/anime/21729
Cardfight!! Vanguard: Link Joker-hen                                                                 - 7.37  - 59 episode(s)      - 24 min. per ep.       - Action, Adventure, Demons, Game, Shounen                                                                                                                       - https://myanimelist.net/anime/15611
Cardfight!! Vanguard                                                                                 - 7.21  - 65 episode(s)      - 24 min. per ep.       - Action, Adventure, Demons, Game, Shounen                                                                                                                       - https://myanimelist.net/anime/9539
Cat's Eye Love                                                                                       - 3.56  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36348
Catch: Tsugi no Natsu ga Kuru You ni                                                                 - 3.27  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/35782
Celebration and Chorale                                                                              - 5.81  - 1 episode(s)       - 5 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/32345
Cell no Koi                                                                                          - 4.90  - 1 episode(s)       - 4 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/35785
Cencoroll 2                                                                                          - N/A   - 1 episode(s)       - 25 min.               - Action, Sci-Fi                                                                                                                                                 - https://myanimelist.net/anime/9488
Cencoroll                                                                                            - 7.31  - 1 episode(s)       - 26 min.               - Action, Sci-Fi                                                                                                                                                 - https://myanimelist.net/anime/3087
Cerberus                                                                                             - 5.57  - 1 episode(s)       - 4 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/34889
Chagama Ondo                                                                                         - 4.91  - 1 episode(s)       - 6 min.                - Comedy, Supernatural                                                                                                                                           - https://myanimelist.net/anime/17076
Chains & Rings                                                                                       - 5.65  - 1 episode(s)       - 3 min.                - Fantasy, Music                                                                                                                                                 - https://myanimelist.net/anime/8628
Chamebou Kuukijuu no Maki                                                                            - 7.78  - 1 episode(s)       - Unknown               - Comedy                                                                                                                                                         - https://myanimelist.net/anime/23185
Chamebou Shin Gachou: Nomi Fuufu Shikaeshi no Maki                                                   - 5.50  - 1 episode(s)       - Unknown               - Comedy                                                                                                                                                         - https://myanimelist.net/anime/23187
Chameko no Ichinichi                                                                                 - 4.76  - 1 episode(s)       - 6 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/6431
Chameleon                                                                                            - 4.21  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/35666
Change Our Mirai!                                                                                    - 5.70  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/31300
Chao Zhi Neng Zu Qiu                                                                                 - 7.00  - 52 episode(s)      - 22 min. per ep.       - Comedy, Sports                                                                                                                                                 - https://myanimelist.net/anime/36993
Charady no Joke na Mainichi                                                                          - 5.41  - 365 episode(s)     - 3 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/6131
Charanpo Shima no Monogatari                                                                         - 5.33  - 1 episode(s)       - Unknown               -                                                                                                                                                                - https://myanimelist.net/anime/33388
Chargeman Ken!                                                                                       - 5.90  - 65 episode(s)      - 6 min. per ep.        - Action, Adventure, Sci-Fi, Shounen                                                                                                                             - https://myanimelist.net/anime/6383
Charlotte: Tsuyoimono-tachi                                                                          - 7.56  - 1 episode(s)       - 24 min.               - Super Power, School                                                                                                                                            - https://myanimelist.net/anime/31553
Charlotte                                                                                            - 7.92  - 13 episode(s)      - 24 min. per ep.       - Drama, School, Super Power                                                                                                                                     - https://myanimelist.net/anime/28999
Cheonnyeon-yeowoo Yeowoobi                                                                           - 7.38  - 1 episode(s)       - 1 hr. 25 min.         - Sci-Fi, Drama, Fantasy                                                                                                                                         - https://myanimelist.net/anime/2756
Chi Chi Bu de Bu Chi Chi                                                                             - N/A   - 1 episode(s)       - Unknown               - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/37174
Chi-Sui Maru                                                                                         - 5.44  - 41 episode(s)      - 1 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/8025
Chibikko Cowboy                                                                                      - 2.67  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36357
Chibikuro Sambo no Tora Taiji                                                                        - 7.22  - 1 episode(s)       - 20 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/29947
Chibikuro Sambo to Futago no Otouto                                                                  - 7.25  - 1 episode(s)       - 20 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/29948
Chibo                                                                                                - 6.17  - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/2447
Chicchana Yukitsukai Sugar Specials                                                                  - 7.07  - 2 episode(s)       - 24 min. per ep.       - Slice of Life, Magic, Comedy, Shoujo                                                                                                                           - https://myanimelist.net/anime/1014
Chicchana Yukitsukai Sugar                                                                           - 7.16  - 24 episode(s)      - 24 min. per ep.       - Comedy, Fantasy, Slice of Life                                                                                                                                 - https://myanimelist.net/anime/831
Chichi Kaeru                                                                                         - 4.00  - 1 episode(s)       - 12 min.               - Drama                                                                                                                                                          - https://myanimelist.net/anime/33862
Chicken Papa                                                                                         - 3.51  - 1 episode(s)       - 1 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/33859
Chieri to Cherry                                                                                     - 6.36  - 1 episode(s)       - 54 min.               - Adventure, Fantasy, Shoujo                                                                                                                                     - https://myanimelist.net/anime/31236
Chiisai Aki Mitsuketa (1982)                                                                         - 3.45  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/35671
Chiisai Aki Mitsuketa                                                                                - 3.44  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/35670
Chiisana Pengin: Lolo no Bouken                                                                      - 7.47  - 3 episode(s)       - 30 min. per ep.       - Adventure, Slice of Life, Kids, Drama, Fantasy                                                                                                                 - https://myanimelist.net/anime/4138
Chiisana Tegami                                                                                      - 3.14  - 1 episode(s)       - 4 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36402
Chikan Juunin-tai The Animation                                                                      - 6.07  - 5 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/4562
Chikan Monogatari                                                                                    - 6.39  - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/2875
Chikara to Onna no Yo no Naka                                                                        - 5.25  - 1 episode(s)       - 2 min.                - Historical                                                                                                                                                     - https://myanimelist.net/anime/7354
Chikyuu Bouei Kazoku Special                                                                         - 6.50  - 1 episode(s)       - 22 min.               - Action, Game, Drama                                                                                                                                            - https://myanimelist.net/anime/6579
Chikyuu Bouei Kazoku                                                                                 - 6.70  - 13 episode(s)      - 23 min. per ep.       - Action, Sci-Fi, Comedy, Drama                                                                                                                                  - https://myanimelist.net/anime/1962
Chikyuu Bouei Kigyou Dai-Guard                                                                       - 7.21  - 26 episode(s)      - 25 min. per ep.       - Adventure, Comedy, Mecha, Military, Sci-Fi                                                                                                                     - https://myanimelist.net/anime/1312
Chikyuu Monogatari Telepath 2500                                                                     - 5.81  - 1 episode(s)       - 1 hr. 45 min.         - Adventure, Drama, Sci-Fi                                                                                                                                       - https://myanimelist.net/anime/8563
Chikyuu Shoujo Arjuna                                                                                - 6.95  - 13 episode(s)      - 26 min. per ep.       - Adventure, Drama, Magic, Sci-Fi                                                                                                                                - https://myanimelist.net/anime/812
Chikyuu wa Guruguru Merry-Go-Round                                                                   - 7.00  - 1 episode(s)       - 21 min.               - Kids, Space                                                                                                                                                    - https://myanimelist.net/anime/36818
Chimera: Target I Datenshi Kourin                                                                    - 5.30  - 1 episode(s)       - 47 min.               - Hentai, Drama                                                                                                                                                  - https://myanimelist.net/anime/4697
Chinka                                                                                               - 5.13  - 1 episode(s)       - 27 sec.               - Action                                                                                                                                                         - https://myanimelist.net/anime/29609
Chinkoroheibei Tamatebako                                                                            - 5.01  - 1 episode(s)       - 8 min.                - Kids, Fantasy, Comedy                                                                                                                                          - https://myanimelist.net/anime/12803
Chirico                                                                                              - 4.55  - 1 episode(s)       - 4 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/22165
Chirorin Mura Monogatari: Tomkurupii no Jishin Youjin                                                - 7.25  - 1 episode(s)       - 11 min.               - Drama, Kids                                                                                                                                                    - https://myanimelist.net/anime/35123
Chiryokumaru                                                                                         - 5.16  - 1 episode(s)       - 2 min.                - Action                                                                                                                                                         - https://myanimelist.net/anime/34324
Chizu no Nai Bouken                                                                                  - 5.44  - 1 episode(s)       - 5 min.                - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/35610
Choegang Habche: Mix Master                                                                          - 6.48  - 39 episode(s)      - 24 min. per ep.       - Adventure, Fantasy                                                                                                                                             - https://myanimelist.net/anime/31246
Choegang Top Plate                                                                                   - 6.55  - 26 episode(s)      - Unknown               - Action, Kids, Sports, Comedy                                                                                                                                   - https://myanimelist.net/anime/31211
Chokin no Susume                                                                                     - 6.80  - 1 episode(s)       - Unknown               - Comedy                                                                                                                                                         - https://myanimelist.net/anime/23191
Chokotto Kamen feat. Inoue Kikuko                                                                    - 3.40  - 1 episode(s)       - 3 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/35456
Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors                                             - 6.21  - 1 episode(s)       - 13 min.               - Action, Mecha, Historical                                                                                                                                      - https://myanimelist.net/anime/8132
Chou Denji Machine Voltes V                                                                          - 7.51  - 40 episode(s)      - 23 min. per ep.       - Action, Adventure, Mecha, Drama, Sci-Fi, Shounen                                                                                                               - https://myanimelist.net/anime/1069
Chou Hatsumei Boy Kanipan                                                                            - 6.92  - 21 episode(s)      - 30 min. per ep.       - Adventure, Comedy, Mecha, Romance                                                                                                                              - https://myanimelist.net/anime/3690
Chou Henshin Cosprayers                                                                              - 5.06  - 8 episode(s)       - 14 min. per ep.       - Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi                                                                                          - https://myanimelist.net/anime/112
Chou Kidougai-ku: Kashiwa-no-Ha                                                                      - 5.30  - 1 episode(s)       - 1 min.                - Mecha                                                                                                                                                          - https://myanimelist.net/anime/31749
Chou Kousoku Galvion                                                                                 - 6.28  - 22 episode(s)      - 25 min. per ep.       - Action, Military, Sci-Fi, Police, Mecha                                                                                                                        - https://myanimelist.net/anime/6636
Chou no Sainan                                                                                       - 5.32  - 1 episode(s)       - 8 min.                - Action                                                                                                                                                         - https://myanimelist.net/anime/5869
Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa                                            - 5.30  - 32 episode(s)      - 9 min. per ep.        - Action, Game, Comedy, Kids                                                                                                                                     - https://myanimelist.net/anime/23511
Choujikuu Kidan Southern Cross                                                                       - 6.71  - 23 episode(s)      - 23 min. per ep.       - Action, Sci-Fi, Drama, Mecha                                                                                                                                   - https://myanimelist.net/anime/4503
Choujikuu Robo Meguru                                                                                - 5.75  - 1 episode(s)       - 8 min.                - Comedy, Mecha                                                                                                                                                  - https://myanimelist.net/anime/28377
Choujikuu Seiki Orguss Memorial                                                                      - 5.70  - 2 episode(s)       - 50 min. per ep.       - Action, Adventure, Mecha, Romance, Sci-Fi, Shounen                                                                                                             - https://myanimelist.net/anime/32218
Choujikuu Seiki Orguss                                                                               - 6.71  - 35 episode(s)      - 25 min. per ep.       - Action, Adventure, Mecha, Romance, Sci-Fi, Shounen                                                                                                             - https://myanimelist.net/anime/2089
Choujuushin Gravion Zwei                                                                             - 6.72  - 12 episode(s)      - 23 min. per ep.       - Adventure, Comedy, Mecha, Sci-Fi, Shounen                                                                                                                      - https://myanimelist.net/anime/1149
Choujuushin Gravion                                                                                  - 6.46  - 13 episode(s)      - 23 min. per ep.       - Action, Comedy, Mecha, Sci-Fi, Shounen                                                                                                                         - https://myanimelist.net/anime/833
Chounai Shinsengumi wo Tasuke-gumi Mezashi-tai no Koutsuu Anzen Rule wo Mamotte Mezase! Doubutsuen!  - N/A   - 1 episode(s)       - 13 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/35152
Chuugakusei                                                                                          - 4.20  - 2 episode(s)       - 37 min. per ep.       - Comedy                                                                                                                                                         - https://myanimelist.net/anime/31690
Chuuzumou                                                                                            - 6.88  - 1 episode(s)       - 13 min.               - Comedy                                                                                                                                                         - https://myanimelist.net/anime/8632
Cine Mileage Card x Asa da yo! Kaishain                                                              - 4.29  - Unknown episode(s) - 15 sec.               - Music, Comedy                                                                                                                                                  - https://myanimelist.net/anime/34911
Cinterrier-jou no Hanamuko                                                                           - 4.84  - 1 episode(s)       - 11 min.               - Kids, Fantasy, Comedy                                                                                                                                          - https://myanimelist.net/anime/28829
Circuit Angel: Ketsui no Starting Grid                                                               - 5.62  - 1 episode(s)       - 44 min.               - Action, Sports                                                                                                                                                 - https://myanimelist.net/anime/8898
ClassicaLoid 2nd Season                                                                              - 6.36  - 25 episode(s)      - 24 min. per ep.       - Comedy, Music                                                                                                                                                  - https://myanimelist.net/anime/35334
ClassicaLoid                                                                                         - 6.49  - 25 episode(s)      - 24 min. per ep.       - Music, Comedy                                                                                                                                                  - https://myanimelist.net/anime/31157
Classroom☆Crisis Special                                                                             - 6.43  - 1 episode(s)       - 25 min.               - School, Sci-Fi                                                                                                                                                 - https://myanimelist.net/anime/31530
Classroom☆Crisis                                                                                     - 7.11  - 13 episode(s)      - 24 min. per ep.       - School, Sci-Fi                                                                                                                                                 - https://myanimelist.net/anime/30383
Clock                                                                                                - 3.87  - 1 episode(s)       - 1 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/25969
Cluster Edge                                                                                         - 6.45  - 25 episode(s)      - 24 min. per ep.       - Action, Fantasy, Military, Sci-Fi                                                                                                                              - https://myanimelist.net/anime/69
CoCO & NiCO                                                                                          - 5.69  - 39 episode(s)      - 1 min. per ep.        - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/32944
Cocolors                                                                                             - 7.44  - 1 episode(s)       - 45 min.               - Sci-Fi                                                                                                                                                         - https://myanimelist.net/anime/34167
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita                                                - 7.58  - 1 episode(s)       - 51 min.               - Action, Mecha, Military, Sci-Fi                                                                                                                                - https://myanimelist.net/anime/8888
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu                                              - 7.75  - 1 episode(s)       - 59 min.               - Action, Mecha, Military                                                                                                                                        - https://myanimelist.net/anime/15197
Code Geass: Boukoku no Akito 5 - Itoshiki Monotachi e Picture Drama                                  - 6.75  - 1 episode(s)       - 8 min.                - Comedy, Military                                                                                                                                               - https://myanimelist.net/anime/33360
Code Geass: Boukoku no Akito 5 - Itoshiki Monotachi e                                                - 7.27  - 1 episode(s)       - 59 min.               - Action, Mecha, Military                                                                                                                                        - https://myanimelist.net/anime/30711
Code Geass: Fukkatsu no Lelouch                                                                      - N/A   - Unknown episode(s) - Unknown               - Action, Military, Sci-Fi, Super Power, Drama, Mecha                                                                                                            - https://myanimelist.net/anime/34437
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama                                   - 7.01  - 1 episode(s)       - 27 min.               - Supernatural, School                                                                                                                                           - https://myanimelist.net/anime/8728
Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland                                             - 6.51  - 1 episode(s)       - 28 min.               - Comedy, Parody, Fantasy                                                                                                                                        - https://myanimelist.net/anime/12685
Code Geass: Hangyaku no Lelouch I - Koudou                                                           - 8.16  - 1 episode(s)       - 2 hr. 15 min.         - Action, Military, Sci-Fi, Super Power, Mecha, School                                                                                                           - https://myanimelist.net/anime/34438
