Title                                                                     - Score - Num Eps            - Duration        - Genre(s)                                                    - Link
Otoshidama                                                                - 3.47  - 1 episode(s)       - 3 min.          - Kids, Music                                                 - https://myanimelist.net/anime/32073
Otsukimi Recital                                                          - 7.31  - 1 episode(s)       - 3 min.          - Music, Psychological                                        - https://myanimelist.net/anime/35752
Owakare                                                                   - 3.59  - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/36085
Oyoge! Taiyaki-kun                                                        - 3.53  - 1 episode(s)       - 4 min.          - Kids, Music                                                 - https://myanimelist.net/anime/36129
PANDORA VOXX complete                                                     - N/A   - 9 episode(s)       - 4 hr. per ep.   - Action, Adventure, Fantasy, Music, Sci-Fi                   - https://myanimelist.net/anime/36631
Parasol Life                                                              - 3.19  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/36079
Pata Pata Mama                                                            - 5.06  - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/29459
Persia no Komoriuta: Watashi no Hana                                      - 3.70  - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/29177
Piyo no Ongaeshi                                                          - 4.75  - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/30200
PoPo Loouise                                                              - 5.58  - 1 episode(s)       - 4 min.          - Music, Kids                                                 - https://myanimelist.net/anime/24315
Portable Kuukou                                                           - 5.75  - 1 episode(s)       - 3 min.          - Sci-Fi, Music, Space                                        - https://myanimelist.net/anime/3821
Punpun Polka                                                              - 4.04  - 1 episode(s)       - 1 min.          - Music, Kids                                                 - https://myanimelist.net/anime/34406
Quantum Leap                                                              - 4.80  - 1 episode(s)       - 3 min.          - Action, Music                                               - https://myanimelist.net/anime/22417
Rabbit                                                                    - 3.13  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/36071
Rainbow Signal: Hi-Fi Set                                                 - 6.17  - 1 episode(s)       - 28 min.         - Music, Romance, Fantasy                                     - https://myanimelist.net/anime/36229
Raja Maharaja                                                             - 4.91  - 1 episode(s)       - 2 min.          - Music, Slice of Life                                        - https://myanimelist.net/anime/8671
Refrain                                                                   - 5.41  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/32781
Revenge of Green Mutant                                                   - 5.01  - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/32768
Ribbon                                                                    - 5.63  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/35423
Riding the Storm                                                          - 4.88  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/32851
Robotic Girl                                                              - 5.95  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/36752
Rusty Nail                                                                - 6.19  - 1 episode(s)       - 5 min.          - Action, Music, Sci-Fi                                       - https://myanimelist.net/anime/28715
Ryuusei Girl                                                              - 3.46  - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/32752
Saishuu Densha featuring Izumi Makura                                     - 4.44  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/36114
Sajou no Yumekui Shoujo                                                   - 4.48  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/36172
Samurai (2011)                                                            - 3.72  - 1 episode(s)       - 4 min.          - Music, Samurai                                              - https://myanimelist.net/anime/32847
Sayonara Space Shuttle                                                    - 5.46  - 1 episode(s)       - 4 min.          - Music, Space                                                - https://myanimelist.net/anime/32856
Scandal                                                                   - 5.46  - 12 episode(s)      - 1 min. per ep.  - Music, Slice of Life                                        - https://myanimelist.net/anime/6491
Scary                                                                     - 4.19  - 1 episode(s)       - 4 min.          - Music, Sci-Fi                                               - https://myanimelist.net/anime/36765
Seishun Midnight Runners: Shiosai                                         - 4.56  - 1 episode(s)       - 5 min.          - Music                                                       - https://myanimelist.net/anime/29744
Senaka de Twist                                                           - 6.00  - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/37198
Senbonzakura                                                              - N/A   - 1 episode(s)       - 4 min.          - Historical, Music                                           - https://myanimelist.net/anime/34360
Senro wa Tsudzuku yo Dokomademo                                           - 3.13  - 1 episode(s)       - 4 min.          - Kids, Music                                                 - https://myanimelist.net/anime/36668
Sense Honma ni Honma                                                      - 4.29  - 1 episode(s)       - 2 min.          - Music, Kids, School                                         - https://myanimelist.net/anime/32583
Shangri-La (Music)                                                        - 3.46  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/33906
Shelter                                                                   - 8.40  - 1 episode(s)       - 6 min.          - Sci-Fi, Music                                               - https://myanimelist.net/anime/34240
Shiawase Daifuku                                                          - 4.14  - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/37059
Shiawase no Tokei                                                         - 4.20  - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/30201
Shiawase no Uta                                                           - 4.99  - 1 episode(s)       - 1 min.          - Kids, Historical, Music                                     - https://myanimelist.net/anime/30081
Shippo no Kimochi                                                         - 4.80  - 1 episode(s)       - 2 min.          - Music, Kids, Romance                                        - https://myanimelist.net/anime/37197
Shiritori Mambo                                                           - 4.59  - 1 episode(s)       - Unknown         - Kids, Music                                                 - https://myanimelist.net/anime/30208
Shiroi Michi                                                              - 5.48  - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/8696
Shooting Hero                                                             - 4.24  - 1 episode(s)       - 2 min.          - Kids, Sports, Music                                         - https://myanimelist.net/anime/31942
Shounen                                                                   - N/A   - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/37136
Sigh                                                                      - 2.85  - 1 episode(s)       - 5 min.          - Music                                                       - https://myanimelist.net/anime/35514
Sign                                                                      - 4.57  - 1 episode(s)       - 9 min.          - Music, Sci-Fi                                               - https://myanimelist.net/anime/18463
Skirt                                                                     - 5.49  - 1 episode(s)       - 6 min.          - Music                                                       - https://myanimelist.net/anime/32757
Snow Halation                                                             - 7.70  - 1 episode(s)       - 6 min.          - Music                                                       - https://myanimelist.net/anime/9930
Soccer                                                                    - 3.71  - 1 episode(s)       - 5 min.          - Music, Sports                                               - https://myanimelist.net/anime/36062
Sonna Boku ga Suki                                                        - 5.28  - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/30082
Sowa Sowa Calendar                                                        - 5.58  - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/32074
Space Station No.9                                                        - 5.89  - 1 episode(s)       - 5 min.          - Sci-Fi, Music, Space                                        - https://myanimelist.net/anime/3820
Spring Stranger                                                           - 5.00  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/32868
Stay the Same                                                             - 5.59  - 1 episode(s)       - 5 min.          - Music, Kids                                                 - https://myanimelist.net/anime/15653
Storywriter                                                               - 5.60  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/32756
Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai                     - 7.19  - 1 episode(s)       - 1 hr. 3 min.    - Comedy, Drama, Romance, School                              - https://myanimelist.net/anime/33036
Sun Set Sun                                                               - 5.31  - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/32764
Survivor                                                                  - 4.85  - 1 episode(s)       - 4 min.          - Music, Supernatural                                         - https://myanimelist.net/anime/32852
Symphonic Variations                                                      - 5.13  - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/30074
THE END                                                                   - N/A   - 1 episode(s)       - 1 hr. 30 min.   - Music, Psychological                                        - https://myanimelist.net/anime/35630
Tadaima.                                                                  - N/A   - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/35324
Tanoshii Sansuu                                                           - 5.10  - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/29103
TeNiOE                                                                    - 5.42  - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/32812
Tengoku                                                                   - 4.52  - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/36081
Tenkousei wa Uchuujin                                                     - 4.33  - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/32167
Tenrankai de Atta Onnanoko                                                - 5.33  - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/29457
Tetopettenson                                                             - 4.92  - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/29856
The Epic Of ZektBach                                                      - 5.94  - 1 episode(s)       - 30 min.         - Action, Supernatural, Fantasy                               - https://myanimelist.net/anime/10545
The Sun Sank                                                              - 4.47  - 1 episode(s)       - 5 min.          - Music                                                       - https://myanimelist.net/anime/36066
Tick Tock                                                                 - 4.06  - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/34859
Time for Christmas                                                        - 4.47  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/33887
Toilet no Kamisama                                                        - 5.76  - 1 episode(s)       - 9 min.          - Music                                                       - https://myanimelist.net/anime/25639
Tokio Heidi: Mainichi no Kodomo Uta                                       - 4.60  - Unknown episode(s) - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/32799
Tomorrow's Song                                                           - 6.03  - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/5263
Tonari no Tonari                                                          - 3.81  - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/36084
Tonight                                                                   - 5.35  - 1 episode(s)       - 1 min.          - Music                                                       - https://myanimelist.net/anime/32855
Torero Kamomiro                                                           - 4.99  - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/21711
Torikaekko Please                                                         - 4.42  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/33898
Toshi Keikaku                                                             - 4.47  - 1 episode(s)       - 6 min.          - Music                                                       - https://myanimelist.net/anime/36082
Tousan no Tsukutta Uta                                                    - 4.97  - 1 episode(s)       - 2 min.          - Music, Fantasy                                              - https://myanimelist.net/anime/8733
Toute wa Sono Kotae                                                       - 5.00  - 1 episode(s)       - 5 min.          - Music, Supernatural                                         - https://myanimelist.net/anime/32758
Toyoichi                                                                  - 4.14  - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/36086
Tripod Baby                                                               - 3.75  - 1 episode(s)       - 3 min.          - Music, Space                                                - https://myanimelist.net/anime/36764
Tsugaku-ji                                                                - N/A   - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/35322
Tsukipro The Animation 2nd Season                                         - N/A   - Unknown episode(s) - Unknown         - Music                                                       - https://myanimelist.net/anime/37008
Tsukipro The Animation                                                    - 6.70  - 13 episode(s)      - 23 min. per ep. - Music                                                       - https://myanimelist.net/anime/34474
Tsukiuta. The Animation                                                   - 7.03  - 13 episode(s)      - 24 min. per ep. - Music                                                       - https://myanimelist.net/anime/33037
Tsukiyomi                                                                 - 5.45  - 1 episode(s)       - 5 min.          - Music                                                       - https://myanimelist.net/anime/32861
Universal Mind                                                            - 3.82  - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/36063
Urmă (Zanzou)                                                             - 5.13  - 1 episode(s)       - 4 min.          - Music, Supernatural, Vampire                                - https://myanimelist.net/anime/32790
Wake Up                                                                   - 5.56  - 1 episode(s)       - 1 min.          - Music                                                       - https://myanimelist.net/anime/31568
Wakuwaku♥Nukegake Daisakusen                                              - 4.26  - 1 episode(s)       - 4 min.          - Music, Cars                                                 - https://myanimelist.net/anime/33124
Wanna Be a Tuna                                                           - 5.11  - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/36672
Warenai Tamago                                                            - 5.50  - 1 episode(s)       - 2 min.          - Music, Comedy, Kids                                         - https://myanimelist.net/anime/30083
Watashi ga Nakou Hototogisu                                               - 4.89  - 1 episode(s)       - 7 min.          - Music                                                       - https://myanimelist.net/anime/36101
Watashi no Kamifuusen                                                     - 5.24  - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/30085
Watashi to Kotori to Suzu to                                              - N/A   - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/35588
White Tree                                                                - 5.74  - 1 episode(s)       - 5 min.          - Music, Romance                                              - https://myanimelist.net/anime/31925
Windy                                                                     - 4.90  - 1 episode(s)       - 7 min.          - Music                                                       - https://myanimelist.net/anime/35979
Winner                                                                    - 5.51  - 1 episode(s)       - 2 min.          - Kids, Sports, Music, School                                 - https://myanimelist.net/anime/15977
Wonder                                                                    - 4.91  - 1 episode(s)       - 3 min.          - Music, Space                                                - https://myanimelist.net/anime/33866
Wonderland to Hitsuji no Uta                                              - 5.03  - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/36170
Wonderland                                                                - 3.90  - 2 episode(s)       - 1 min. per ep.  - Music                                                       - https://myanimelist.net/anime/32860
World's End Umbrella                                                      - 6.08  - 1 episode(s)       - 5 min.          - Music                                                       - https://myanimelist.net/anime/36169
Yamaguchi Sanchi no Tsutomu-kun                                           - 5.23  - 1 episode(s)       - 2 min.          - Music, Kids, Romance                                        - https://myanimelist.net/anime/30165
Yasoukyoku                                                                - 5.65  - 1 episode(s)       - 6 min.          - Music                                                       - https://myanimelist.net/anime/33908
Yell                                                                      - 5.31  - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/29970
Yodaka no Hoshi (Music)                                                   - 6.03  - 1 episode(s)       - 3 min.          - Slice of Life, Fantasy, Music, Drama                        - https://myanimelist.net/anime/27789
Yoninme no Ousama                                                         - 4.00  - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/37191
Yuki no Hi no Tayori                                                      - 5.27  - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/30075
Yukidaruma Kazoku                                                         - 4.59  - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/31872
Yuu no Mahou                                                              - 5.39  - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/32850
Yuuki no Baton                                                            - 6.32  - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/32826
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai - Kinyoubi no Ohayou - 6.90  - 1 episode(s)       - 3 min.          - Romance, School                                             - https://myanimelist.net/anime/36305
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai                      - 7.41  - 1 episode(s)       - 1 hr. 3 min.    - Romance, School                                             - https://myanimelist.net/anime/31245
vivi                                                                      - 6.17  - 1 episode(s)       - 4 min.          - Adventure, Music, Romance, Fantasy                          - https://myanimelist.net/anime/30909
