Title                                                 - Score - Year    - Num Eps            - Duration        - Genre(s)                                                    - Link
Persia no Komoriuta: Watashi no Hana                  - 3.70  - 1984    - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/29177
Piyo no Ongaeshi                                      - 4.75  - 2015    - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/30200
Pi~hyara Kouta                                        - 5.20  - 2003    - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/22473
Portable Kuukou                                       - 5.75  - 2004    - 1 episode(s)       - 3 min.          - Sci-Fi, Music, Space                                        - https://myanimelist.net/anime/3821
Punpun Polka                                          - 4.02  - 1961    - 1 episode(s)       - 1 min.          - Music, Kids                                                 - https://myanimelist.net/anime/34406
Quantum Leap                                          - 4.77  - 2000    - 1 episode(s)       - 3 min.          - Action, Music                                               - https://myanimelist.net/anime/22417
Rabbit                                                - 3.37  - 2011    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/36071
Rainbow Signal: Hi-Fi Set                             - 6.14  - 1985    - 1 episode(s)       - 28 min.         - Music, Romance, Fantasy                                     - https://myanimelist.net/anime/36229
Red                                                   - 6.68  - 2016    - 1 episode(s)       - 1 min.          - Music, Psychological, Sci-Fi                                - https://myanimelist.net/anime/37507
Refrain                                               - 5.39  - 2009    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/32781
Revenge of Green Mutant                               - 5.00  - 2011    - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/32768
Ribbon                                                - 5.62  - 2017    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/35423
Riding the Storm                                      - 4.83  - 2007    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/32851
Robotic Girl                                          - 5.97  - 2017    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/36752
Ryuusei Girl                                          - 3.39  - 2014    - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/32752
Saishuu Densha featuring Izumi Makura                 - 4.41  - 2013    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/36114
Sajou no Yumekui Shoujo                               - 4.45  - 2010    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/36172
Samurai (2011)                                        - 3.68  - 2011    - 1 episode(s)       - 4 min.          - Music, Samurai                                              - https://myanimelist.net/anime/32847
Scandal                                               - 5.45  - 2009    - 12 episode(s)      - 1 min. per ep.  - Music, Slice of Life                                        - https://myanimelist.net/anime/6491
Scary                                                 - 4.14  - 2004    - 1 episode(s)       - 4 min.          - Music, Sci-Fi                                               - https://myanimelist.net/anime/36765
Seishun Midnight Runners: Shiosai                     - 4.56  - 2007    - 1 episode(s)       - 5 min.          - Music                                                       - https://myanimelist.net/anime/29744
Senbonzakura                                          - N/A   - 2011    - 1 episode(s)       - 4 min.          - Historical, Music                                           - https://myanimelist.net/anime/34360
Senro wa Tsudzuku yo Dokomademo                       - 3.11  - 2017    - 1 episode(s)       - 4 min.          - Kids, Music                                                 - https://myanimelist.net/anime/36668
Sense Honma ni Honma                                  - 4.28  - 1982    - 1 episode(s)       - 2 min.          - Music, Kids, School                                         - https://myanimelist.net/anime/32583
Shangri-La (Music)                                    - 3.59  - 2011    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/33906
Shelter                                               - 8.41  - 2016    - 1 episode(s)       - 6 min.          - Sci-Fi, Music                                               - https://myanimelist.net/anime/34240
Shiawase Daifuku                                      - 4.70  - 2007    - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/37059
Shiawase no Tokei                                     - 4.33  - 2012    - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/30201
Shiawase no Uta                                       - 5.03  - 1984    - 1 episode(s)       - 1 min.          - Kids, Historical, Music                                     - https://myanimelist.net/anime/30081
Shiritori Mambo                                       - 4.75  - 2012    - 1 episode(s)       - Unknown         - Kids, Music                                                 - https://myanimelist.net/anime/30208
Shiroi Michi                                          - 5.49  - 1983    - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/8696
Shooting Hero                                         - 4.46  - 1986    - 1 episode(s)       - 2 min.          - Kids, Sports, Music                                         - https://myanimelist.net/anime/31942
Shounen                                               - N/A   - 2015    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/37136
Sigh                                                  - 3.19  - 2014    - 1 episode(s)       - 5 min.          - Music                                                       - https://myanimelist.net/anime/35514
Sign                                                  - 4.59  - 2001    - 1 episode(s)       - 9 min.          - Music, Sci-Fi                                               - https://myanimelist.net/anime/18463
Skirt                                                 - 5.52  - 2013    - 1 episode(s)       - 6 min.          - Music                                                       - https://myanimelist.net/anime/32757
Snow Halation                                         - 7.71  - 2010    - 1 episode(s)       - 6 min.          - Music                                                       - https://myanimelist.net/anime/9930
Sobakasu                                              - N/A   - 2015    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/37537
Soccer                                                - 3.85  - 2017    - 1 episode(s)       - 5 min.          - Music, Sports                                               - https://myanimelist.net/anime/36062
Sonna Boku ga Suki                                    - 5.27  - 1991    - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/30082
Space Station No.9                                    - 5.88  - 2005    - 1 episode(s)       - 5 min.          - Sci-Fi, Music, Space                                        - https://myanimelist.net/anime/3820
Spring Stranger                                       - 5.02  - 2009    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/32868
Stay the Same                                         - 5.59  - 2012    - 1 episode(s)       - 5 min.          - Music, Kids                                                 - https://myanimelist.net/anime/15653
Storywriter                                           - 5.59  - 2013    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/32756
Subarashii Sekai                                      - 5.94  - 2013    - 1 episode(s)       - 4 min.          - Music, Fantasy                                              - https://myanimelist.net/anime/32343
Suicide Ballad                                        - N/A   - 2013    - 1 episode(s)       - 4 min.          - Drama, Music, Supernatural                                  - https://myanimelist.net/anime/37531
Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai - 7.20  - 2016    - 1 episode(s)       - 1 hr. 3 min.    - Comedy, Drama, Romance, School                              - https://myanimelist.net/anime/33036
Sun Set Sun                                           - 5.30  - 2013    - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/32764
Survivor                                              - 4.79  - 2008    - 1 episode(s)       - 4 min.          - Music, Supernatural                                         - https://myanimelist.net/anime/32852
Symphonic Variations                                  - 5.14  - 1976    - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/30074
THE END                                               - N/A   - 2013    - 1 episode(s)       - 1 hr. 30 min.   - Music, Psychological                                        - https://myanimelist.net/anime/35630
Tadaima.                                              - N/A   - 2017    - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/35324
Tanoshii Sansuu                                       - 5.09  - 1988    - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/29103
TeNiOE                                                - 5.40  - 2014    - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/32812
Tengoku                                               - 4.45  - 2012    - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/36081
Tenkousei wa Uchuujin                                 - 4.33  - 1988    - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/32167
Tenrankai de Atta Onnanoko                            - 5.32  - 1980    - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/29457
Tetopettenson                                         - 4.91  - 2002    - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/29856
The Sun Sank                                          - 4.42  - 2009    - 1 episode(s)       - 5 min.          - Music                                                       - https://myanimelist.net/anime/36066
Tick Tock                                             - 4.15  - 2012    - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/34859
Time for Christmas                                    - 4.49  - 2011    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/33887
Tokio Heidi: Mainichi no Kodomo Uta                   - 4.60  - 2011    - Unknown episode(s) - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/32799
Tomorrow's Song                                       - 6.03  - 2005    - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/5263
Tonari no Tonari                                      - 3.70  - 2011    - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/36084
Tonight                                               - 5.33  - 2015    - 1 episode(s)       - 1 min.          - Music                                                       - https://myanimelist.net/anime/32855
Torero Kamomiro                                       - 4.99  - 1970    - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/21711
Torikaekko Please                                     - 4.44  - 1998    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/33898
Toshi Keikaku                                         - 4.40  - 2012    - 1 episode(s)       - 6 min.          - Music                                                       - https://myanimelist.net/anime/36082
Tousan no Tsukutta Uta                                - 4.98  - 1982    - 1 episode(s)       - 2 min.          - Music, Fantasy                                              - https://myanimelist.net/anime/8733
Toute wa Sono Kotae                                   - 5.00  - 2014    - 1 episode(s)       - 5 min.          - Music, Supernatural                                         - https://myanimelist.net/anime/32758
Toyoichi                                              - 4.09  - 2014    - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/36086
Tripod Baby                                           - 3.76  - 2005    - 1 episode(s)       - 3 min.          - Music, Space                                                - https://myanimelist.net/anime/36764
Tsugaku-ji                                            - N/A   - 2016    - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/35322
Tsukipro The Animation 2nd Season                     - N/A   - Unknown - Unknown episode(s) - Unknown         - Music                                                       - https://myanimelist.net/anime/37008
Tsukipro The Animation                                - 6.71  - 2017    - 13 episode(s)      - 23 min. per ep. - Music                                                       - https://myanimelist.net/anime/34474
Tsukiuta. The Animation                               - 7.04  - 2016    - 13 episode(s)      - 24 min. per ep. - Music                                                       - https://myanimelist.net/anime/33037
Tsukiyomi                                             - 5.48  - 2013    - 1 episode(s)       - 5 min.          - Music                                                       - https://myanimelist.net/anime/32861
Universal Mind                                        - 3.84  - 2016    - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/36063
Urmă (Zanzou)                                         - 5.13  - 2011    - 1 episode(s)       - 4 min.          - Music, Supernatural, Vampire                                - https://myanimelist.net/anime/32790
Wake Up                                               - 5.53  - 2012    - 1 episode(s)       - 1 min.          - Music                                                       - https://myanimelist.net/anime/31568
Wakuwaku♥Nukegake Daisakusen                          - 4.25  - 2007    - 1 episode(s)       - 4 min.          - Music, Cars                                                 - https://myanimelist.net/anime/33124
Wanna Be a Tuna                                       - 5.00  - 2013    - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/36672
Warenai Tamago                                        - 5.50  - 1984    - 1 episode(s)       - 2 min.          - Music, Comedy, Kids                                         - https://myanimelist.net/anime/30083
Watashi ga Nakou Hototogisu                           - 4.81  - 2017    - 1 episode(s)       - 7 min.          - Music                                                       - https://myanimelist.net/anime/36101
Watashi no Kamifuusen                                 - 5.18  - 1983    - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/30085
Watashi to Kotori to Suzu to                          - N/A   - 2006    - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/35588
White Tree                                            - 5.69  - 2014    - 1 episode(s)       - 5 min.          - Music, Romance                                              - https://myanimelist.net/anime/31925
Windy                                                 - 4.76  - 2011    - 1 episode(s)       - 7 min.          - Music                                                       - https://myanimelist.net/anime/35979
Winner                                                - 5.50  - 2007    - 1 episode(s)       - 2 min.          - Kids, Sports, Music, School                                 - https://myanimelist.net/anime/15977
Wonder                                                - 4.88  - 2012    - 1 episode(s)       - 3 min.          - Music, Space                                                - https://myanimelist.net/anime/33866
Wonderland to Hitsuji no Uta                          - 5.03  - 2010    - 1 episode(s)       - 4 min.          - Music                                                       - https://myanimelist.net/anime/36170
Wonderland                                            - 3.83  - 2013    - 2 episode(s)       - 1 min. per ep.  - Music                                                       - https://myanimelist.net/anime/32860
World's End Umbrella                                  - 6.06  - 2010    - 1 episode(s)       - 5 min.          - Music                                                       - https://myanimelist.net/anime/36169
Yamaguchi Sanchi no Tsutomu-kun                       - 5.22  - 1976    - 1 episode(s)       - 2 min.          - Music, Kids, Romance                                        - https://myanimelist.net/anime/30165
Yasoukyoku                                            - 5.64  - 2011    - 1 episode(s)       - 6 min.          - Music                                                       - https://myanimelist.net/anime/33908
Yodaka no Hoshi (Music)                               - 6.03  - 2014    - 1 episode(s)       - 3 min.          - Slice of Life, Fantasy, Music, Drama                        - https://myanimelist.net/anime/27789
Yoninme no Ousama                                     - 3.33  - 1967    - 1 episode(s)       - 2 min.          - Music, Kids                                                 - https://myanimelist.net/anime/37191
Yuki no Hi no Tayori                                  - 5.26  - 1978    - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/30075
Yukidaruma Kazoku                                     - 4.47  - 2014    - 1 episode(s)       - 2 min.          - Kids, Music                                                 - https://myanimelist.net/anime/31872
Yuu no Mahou                                          - 5.39  - 2011    - 1 episode(s)       - 3 min.          - Music                                                       - https://myanimelist.net/anime/32850
Yuuki no Baton                                        - 6.33  - 2016    - 1 episode(s)       - 2 min.          - Music                                                       - https://myanimelist.net/anime/32826
vivi                                                  - 6.19  - 2012    - 1 episode(s)       - 4 min.          - Adventure, Music, Romance, Fantasy                          - https://myanimelist.net/anime/30909
