Title                                                                                                - Score - Year    - Num Eps            - Duration              - Genre(s)                                                                                                                      - Link
Delpower X Bakuhatsu Miracle Genki!                                                                  - 5.59  - 1986    - 1 episode(s)       - 42 min.               - Action, Sci-Fi, Comedy, Parody, Mecha, School                                                                                 - https://myanimelist.net/anime/2058
Dennou Coil                                                                                          - 8.15  - 2007    - 26 episode(s)      - 25 min. per ep.       - Adventure, Comedy, Drama, Mystery, Sci-Fi                                                                                     - https://myanimelist.net/anime/2164
Densetsu Kyojin Ideon                                                                                - 7.02  - 1980    - 39 episode(s)      - 25 min. per ep.       - Sci-Fi, Space, Drama, Mecha                                                                                                   - https://myanimelist.net/anime/930
Denshin Denrei Denwa                                                                                 - 5.32  - 1931    - 1 episode(s)       - 10 min.               - Kids                                                                                                                          - https://myanimelist.net/anime/35409
Desert Knight                                                                                        - N/A   - Unknown - Unknown episode(s) - 20 min.               - Action, Adventure                                                                                                             - https://myanimelist.net/anime/34319
Detarame Rock & Roll Theory                                                                          - 5.44  - 2017    - 1 episode(s)       - 2 min.                - Music                                                                                                                         - https://myanimelist.net/anime/36597
Detonator Orgun                                                                                      - 6.59  - 1991    - 3 episode(s)       - 52 min. per ep.       - Action, Sci-Fi, Mecha                                                                                                         - https://myanimelist.net/anime/1178
Di Gi Charat                                                                                         - 6.81  - 1999    - 16 episode(s)      - 4 min. per ep.        - Comedy, Fantasy, Sci-Fi                                                                                                       - https://myanimelist.net/anime/293
Dia Horizon (Kabu)                                                                                   - 4.88  - 2017    - 12 episode(s)      - 3 min. per ep.        - Action, Adventure, Magic, Fantasy                                                                                             - https://myanimelist.net/anime/35999
Dia Horizon                                                                                          - 3.81  - 2017    - 3 episode(s)       - 35 sec. per ep.       - Game, Parody                                                                                                                  - https://myanimelist.net/anime/36018
Diary                                                                                                - 5.80  - 2015    - 1 episode(s)       - 5 min.                - Music                                                                                                                         - https://myanimelist.net/anime/36175
Digimon Adventure 02 Movies                                                                          - 7.21  - 2000    - 2 episode(s)       - 32 min. per ep.       - Adventure, Fantasy, Kids, Sci-Fi                                                                                              - https://myanimelist.net/anime/2962
Digimon Adventure 02: Diablomon no Gyakushuu                                                         - 7.37  - 2001    - 1 episode(s)       - 30 min.               - Adventure, Comedy, Drama, Kids, Sci-Fi                                                                                        - https://myanimelist.net/anime/2398
Digimon Adventure 02                                                                                 - 7.35  - 2000    - 50 episode(s)      - 25 min. per ep.       - Action, Adventure, Comedy, Drama, Fantasy, Kids                                                                               - https://myanimelist.net/anime/1313
Digimon Adventure 3D: Digimon Grand Prix!                                                            - 6.00  - 2000    - 1 episode(s)       - 7 min.                - Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports                                                                      - https://myanimelist.net/anime/8490
Digimon Adventure Movie                                                                              - 7.61  - 1999    - 1 episode(s)       - 20 min.               - Action, Fantasy, Kids, Sci-Fi                                                                                                 - https://myanimelist.net/anime/2961
Digimon Adventure tri. 1: Saikai                                                                     - 7.62  - 2015    - 1 episode(s)       - 1 hr. 29 min.         - Action, Adventure, Comedy, Drama                                                                                              - https://myanimelist.net/anime/25687
Digimon Adventure tri. 2: Ketsui                                                                     - 7.70  - 2016    - 1 episode(s)       - 1 hr. 28 min.         - Action, Adventure, Comedy, Drama                                                                                              - https://myanimelist.net/anime/32108
Digimon Adventure tri. 3: Kokuhaku                                                                   - 7.98  - 2016    - 1 episode(s)       - 1 hr. 45 min.         - Action, Adventure, Comedy, Drama                                                                                              - https://myanimelist.net/anime/32551
Digimon Adventure tri. 4: Soushitsu                                                                  - 7.57  - 2017    - 1 episode(s)       - 1 hr. 22 min.         - Action, Adventure, Comedy, Drama                                                                                              - https://myanimelist.net/anime/34299
Digimon Adventure tri. 5: Kyousei                                                                    - 7.39  - 2017    - 1 episode(s)       - 1 hr. 36 min.         - Action, Adventure, Comedy, Drama                                                                                              - https://myanimelist.net/anime/34962
Digimon Adventure tri. 6: Bokura no Mirai                                                            - N/A   - 2018    - 1 episode(s)       - 2 hr.                 - Action, Adventure, Comedy, Drama                                                                                              - https://myanimelist.net/anime/36466
Digimon Adventure: Bokura no War Game!                                                               - 7.81  - 2000    - 1 episode(s)       - 40 min.               - Sci-Fi, Adventure, Comedy, Kids                                                                                               - https://myanimelist.net/anime/2397
Digimon Adventure                                                                                    - 7.88  - 1999    - 54 episode(s)      - 24 min. per ep.       - Action, Adventure, Comedy, Fantasy, Kids                                                                                      - https://myanimelist.net/anime/552
Digimon Frontier: Ornismon Fukkatsu!!                                                                - 6.98  - 2002    - 1 episode(s)       - 40 min.               - Adventure, Comedy, Drama, Fantasy, Shounen                                                                                    - https://myanimelist.net/anime/3031
Digimon Frontier                                                                                     - 7.24  - 2002    - 50 episode(s)      - 23 min. per ep.       - Action, Adventure, Comedy, Drama, Fantasy, Shounen                                                                            - https://myanimelist.net/anime/1132
Digimon Savers 3D: Digital World Kiki Ippatsu!                                                       - 6.24  - 2006    - 1 episode(s)       - 7 min.                - Action, Adventure, Fantasy, Kids, Supernatural                                                                                - https://myanimelist.net/anime/8491
Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!                                     - 6.67  - 2006    - 1 episode(s)       - 20 min.               - Action, Adventure, Comedy, Fantasy, Shounen                                                                                   - https://myanimelist.net/anime/2606
Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!                              - 6.71  - 2007    - 1 episode(s)       - 23 min.               - Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural                                                                      - https://myanimelist.net/anime/4712
Digimon Savers                                                                                       - 7.07  - 2006    - 48 episode(s)      - 23 min. per ep.       - Adventure, Comedy, Drama, Fantasy, Shounen                                                                                    - https://myanimelist.net/anime/859
Digimon Special Drama                                                                                - N/A   - 2016    - 1 episode(s)       - 20 min.               - Comedy, Slice of Life                                                                                                         - https://myanimelist.net/anime/37015
Digimon Tamers: Boukensha-tachi no Tatakai                                                           - 7.08  - 2001    - 1 episode(s)       - 50 min.               - Adventure, Drama, Sci-Fi, Shounen                                                                                             - https://myanimelist.net/anime/3032
Digimon Tamers: Bousou Digimon Tokkyuu                                                               - 7.13  - 2002    - 1 episode(s)       - 30 min.               - Adventure, Comedy, Sci-Fi, Shounen                                                                                            - https://myanimelist.net/anime/3033
Digimon Tamers                                                                                       - 7.65  - 2001    - 51 episode(s)      - 25 min. per ep.       - Adventure, Comedy, Drama, Fantasy, Shounen                                                                                    - https://myanimelist.net/anime/874
Digimon Universe: Appli Monsters                                                                     - 6.79  - 2016    - 52 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Adventure, Comedy, Kids, Fantasy                                                                              - https://myanimelist.net/anime/33314
Digimon X-Evolution                                                                                  - 7.25  - 2005    - 1 episode(s)       - 1 hr. 20 min.         - Action, Adventure, Fantasy, Sci-Fi                                                                                            - https://myanimelist.net/anime/2123
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku                                         - 7.35  - 2011    - 24 episode(s)      - 25 min. per ep.       - Action, Adventure, Fantasy, Comedy, Shounen                                                                                   - https://myanimelist.net/anime/10444
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi                                               - 6.62  - 2011    - 25 episode(s)      - 25 min. per ep.       - Action, Adventure, Comedy, Fantasy, Shounen                                                                                   - https://myanimelist.net/anime/11385
Digimon Xros Wars                                                                                    - 6.95  - 2010    - 30 episode(s)      - 25 min. per ep.       - Action, Adventure, Comedy, Fantasy, Shounen                                                                                   - https://myanimelist.net/anime/8624
Dimension Loop                                                                                       - 5.67  - 2001    - 1 episode(s)       - 4 min.                - Sci-Fi                                                                                                                        - https://myanimelist.net/anime/3684
Divergence Eve 2: Misaki Chronicles                                                                  - 6.36  - 2004    - 13 episode(s)      - 24 min. per ep.       - Adventure, Drama, Mecha, Military, Sci-Fi, Space                                                                              - https://myanimelist.net/anime/295
Divergence Eve                                                                                       - 6.02  - 2003    - 13 episode(s)      - 24 min. per ep.       - Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space                                                                      - https://myanimelist.net/anime/294
Doamaiger D                                                                                          - 5.29  - 2015    - 13 episode(s)      - 2 min. per ep.        - Action, Comedy, Mecha                                                                                                         - https://myanimelist.net/anime/27785
Docchi mo Maid                                                                                       - 4.54  - 2004    - 1 episode(s)       - 13 min.               - Action, Comedy, Magic, Ecchi, Shoujo Ai                                                                                       - https://myanimelist.net/anime/30663
Dochamon Junior 2                                                                                    - 6.40  - 2016    - 16 episode(s)      - 9 min. per ep.        - Comedy, Kids                                                                                                                  - https://myanimelist.net/anime/34207
Dochamon Junior                                                                                      - 4.95  - 2015    - 16 episode(s)      - 9 min. per ep.        - Comedy, Kids                                                                                                                  - https://myanimelist.net/anime/31746
Dog Days'': Gravure Talk                                                                             - 6.49  - 2015    - 4 episode(s)       - 1 min. per ep.        - Comedy, Fantasy                                                                                                               - https://myanimelist.net/anime/31967
Dog Days'': Limone Resort Tenbou Onsen!                                                              - 6.74  - 2015    - 1 episode(s)       - 11 min.               - Ecchi, Fantasy, Magic                                                                                                         - https://myanimelist.net/anime/31851
Dog Days''                                                                                           - 7.12  - 2015    - 12 episode(s)      - 23 min. per ep.       - Action, Adventure, Fantasy, Magic                                                                                             - https://myanimelist.net/anime/16385
Dog Days'                                                                                            - 7.25  - 2012    - 13 episode(s)      - 23 min. per ep.       - Action, Adventure, Magic, Fantasy                                                                                             - https://myanimelist.net/anime/11783
Dog Days                                                                                             - 7.14  - 2011    - 13 episode(s)      - 24 min. per ep.       - Action, Adventure, Fantasy, Magic                                                                                             - https://myanimelist.net/anime/10155
Dokidoki Dream!!!                                                                                    - 5.63  - 2016    - 1 episode(s)       - 2 min.                - Music                                                                                                                         - https://myanimelist.net/anime/36600
Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress                              - 6.89  - 2013    - 1 episode(s)       - 1 hr. 11 min.         - Fantasy, Kids, Magic, Shoujo                                                                                                  - https://myanimelist.net/anime/17357
Dokidoki! Precure                                                                                    - 6.89  - 2013    - 49 episode(s)      - 24 min. per ep.       - Action, Fantasy, Magic, Shoujo                                                                                                - https://myanimelist.net/anime/16419
Domo TV                                                                                              - 6.42  - 2008    - 26 episode(s)      - 2 min. per ep.        - Comedy                                                                                                                        - https://myanimelist.net/anime/8815
Domo-kun                                                                                             - 6.61  - 1998    - 37 episode(s)      - 39 sec. per ep.       - Slice of Life, Comedy, Kids                                                                                                   - https://myanimelist.net/anime/7643
Donburi Kazoku                                                                                       - 5.98  - 2006    - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                        - https://myanimelist.net/anime/3422
Dondon Domeru to Ron                                                                                 - 6.82  - 1988    - 52 episode(s)      - 25 min. per ep.       - Comedy, Kids                                                                                                                  - https://myanimelist.net/anime/2814
Donten ni Warau×Mameshiba                                                                            - N/A   - 2018    - 1 episode(s)       - 30 sec.               - Comedy                                                                                                                        - https://myanimelist.net/anime/37431
Doraemon Eigo Kyōshitsu                                                                              - N/A   - 1988    - 3 episode(s)       - 15 min. per ep.       - Kids                                                                                                                          - https://myanimelist.net/anime/36287
Doteraman                                                                                            - 6.92  - 1986    - 20 episode(s)      - 25 min. per ep.       - Sci-Fi, Comedy                                                                                                                - https://myanimelist.net/anime/20083
Dotto Koni-chan                                                                                      - 7.42  - 2000    - 26 episode(s)      - 25 min. per ep.       - Comedy                                                                                                                        - https://myanimelist.net/anime/1684
Double Circle                                                                                        - 4.96  - 2013    - 6 episode(s)       - 6 min. per ep.        - Sci-Fi, Super Power                                                                                                           - https://myanimelist.net/anime/21335
Double Decker! Doug & Kirill                                                                         - N/A   - 2018    - Unknown episode(s) - Unknown               - Action                                                                                                                        - https://myanimelist.net/anime/37496
Doubutsu Dai Yakyuu Sen                                                                              - 6.20  - 1949    - 1 episode(s)       - 15 min.               - Sports                                                                                                                        - https://myanimelist.net/anime/27577
Doubutsu Mura no Daisodou                                                                            - 4.99  - 1942    - 1 episode(s)       - 8 min.                - Action                                                                                                                        - https://myanimelist.net/anime/6848
Doubutsu Mura no Kodomo-tachi                                                                        - 4.13  - 1969    - 1 episode(s)       - 19 min.               - Slice of Life                                                                                                                 - https://myanimelist.net/anime/34224
Doubutsu Mura no Sports Day                                                                          - 5.07  - 1932    - 1 episode(s)       - 8 min.                - Action                                                                                                                        - https://myanimelist.net/anime/5872
Doubutsu Olympic Taikai                                                                              - 5.49  - 1928    - 1 episode(s)       - 13 min.               - Comedy, Sports                                                                                                                - https://myanimelist.net/anime/7498
Doubutsu Sumo Taikai                                                                                 - 4.58  - 1931    - 1 episode(s)       - 52 sec.               - Action                                                                                                                        - https://myanimelist.net/anime/5812
Doubutsu Tonarigumi                                                                                  - 5.14  - 1941    - 1 episode(s)       - 10 min.               - Kids, Comedy, Historical                                                                                                      - https://myanimelist.net/anime/28827
Doujouji                                                                                             - 6.09  - 1976    - 1 episode(s)       - 18 min.               - Supernatural, Historical                                                                                                      - https://myanimelist.net/anime/6680
Doutei Kawaiya                                                                                       - 5.48  - 2003    - 1 episode(s)       - 6 min.                - Hentai                                                                                                                        - https://myanimelist.net/anime/5101
Down Load: Namu Amida Butsu wa Ai no Uta                                                             - 5.87  - 1992    - 1 episode(s)       - 47 min.               - Action, Adventure, Psychological, Sci-Fi                                                                                      - https://myanimelist.net/anime/3152
Dragon Egg                                                                                           - 1.50  - 2017    - Unknown episode(s) - 24 min.               - Action, Kids, Sci-Fi                                                                                                          - https://myanimelist.net/anime/36740
Dragon Quest X: Boukensha-tachi no Kiseki                                                            - 5.43  - 2017    - Unknown episode(s) - 6 min.                - Game, Slice of Life                                                                                                           - https://myanimelist.net/anime/36112
DragonBlade                                                                                          - 5.94  - 2005    - 1 episode(s)       - 1 hr. 24 min.         - Action, Fantasy                                                                                                               - https://myanimelist.net/anime/5889
Dragonaut: The Resonance Special                                                                     - 7.02  - 2008    - 1 episode(s)       - 23 min.               - Action, Mecha, Romance, Sci-Fi, Space                                                                                         - https://myanimelist.net/anime/5072
Dragonaut: The Resonance                                                                             - 6.76  - 2007    - 25 episode(s)      - 25 min. per ep.       - Action, Drama, Fantasy, Mecha, Romance, Sci-Fi                                                                                - https://myanimelist.net/anime/2795
Dream Festival! R                                                                                    - 6.95  - 2017    - 12 episode(s)      - 23 min. per ep.       - Music                                                                                                                         - https://myanimelist.net/anime/34552
Dream Hunter Rem                                                                                     - 6.15  - 1985    - 4 episode(s)       - 40 min. per ep.       - Mystery, Magic, Ecchi                                                                                                         - https://myanimelist.net/anime/4003
Dreams                                                                                               - 3.69  - 2011    - 1 episode(s)       - 5 min.                - Dementia                                                                                                                      - https://myanimelist.net/anime/28637
Drill                                                                                                - 4.70  - 1983    - 1 episode(s)       - 5 min.                - Dementia                                                                                                                      - https://myanimelist.net/anime/31261
Drive Agent Personal: Shiawase wo Mamoru Mono                                                        - 5.12  - 2017    - 1 episode(s)       - 1 min.                - Drama                                                                                                                         - https://myanimelist.net/anime/36731
Dual Parallel! Trouble Adventures Special                                                            - 7.01  - 1999    - 1 episode(s)       - 29 min.               - Comedy, Harem, Mecha, Romance, Drama, Sci-Fi                                                                                  - https://myanimelist.net/anime/993
Dual Parallel! Trouble Adventures                                                                    - 7.16  - 1999    - 13 episode(s)      - 25 min. per ep.       - Action, Comedy, Harem, Mecha, Sci-Fi, Shounen                                                                                 - https://myanimelist.net/anime/992
Duel Masters (2017)                                                                                  - 4.87  - 2017    - 51 episode(s)      - 24 min. per ep.       - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/34905
Duel Masters Charge                                                                                  - 6.33  - 2004    - 52 episode(s)      - 21 min. per ep.       - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/4443
Duel Masters Cross Shock                                                                             - 6.41  - 2010    - 50 episode(s)      - 10 min. per ep.       - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/10528
Duel Masters Cross                                                                                   - 6.63  - 2008    - 100 episode(s)     - 10 min. per ep.       - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/10527
Duel Masters Movie 1: Yami no Shiro no Maryuuou                                                      - 5.97  - 2005    - 1 episode(s)       - 45 min.               - Adventure, Kids                                                                                                               - https://myanimelist.net/anime/3669
Duel Masters Movie 2: Lunatic God Saga                                                               - 6.25  - 2009    - 1 episode(s)       - 1 hr. 11 min.         - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/6062
Duel Masters VS                                                                                      - 6.18  - 2014    - 49 episode(s)      - 24 min. per ep.       - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/23409
Duel Masters VSR                                                                                     - 5.76  - 2015    - 51 episode(s)      - 24 min. per ep.       - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/29687
Duel Masters VSRF                                                                                    - 5.59  - 2016    - 51 episode(s)      - 24 min. per ep.       - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/32582
Duel Masters Victory V3                                                                              - 5.99  - 2013    - 51 episode(s)      - 24 min. per ep.       - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/21999
Duel Masters Victory V                                                                               - 6.09  - 2012    - 51 episode(s)      - 10 min. per ep.       - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/21997
Duel Masters Victory                                                                                 - 6.18  - 2011    - 52 episode(s)      - 10 min. per ep.       - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/10524
Duel Masters Zero                                                                                    - 6.27  - 2007    - 25 episode(s)      - 10 min. per ep.       - Action, Kids                                                                                                                  - https://myanimelist.net/anime/10526
Duel Masters!                                                                                        - 5.65  - 2018    - Unknown episode(s) - 24 min.               - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/37484
Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken                                          - 4.42  - 2016    - 1 episode(s)       - 10 min.               - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/32926
Duel Masters                                                                                         - 5.91  - 2002    - 26 episode(s)      - 21 min. per ep.       - Action, Adventure, Comedy, Shounen                                                                                            - https://myanimelist.net/anime/1685
Echo: Kodama Suru Uta                                                                                - 4.40  - 2018    - 1 episode(s)       - 2 min.                - Kids, Music                                                                                                                   - https://myanimelist.net/anime/37465
Eddy & Emmy no Initial Ring wa Futari de                                                             - 5.14  - 1993    - 1 episode(s)       - 10 min.               - Kids                                                                                                                          - https://myanimelist.net/anime/35036
Eigo de Utatte Asobou                                                                                - 5.00  - 1993    - 4 episode(s)       - 20 min. per ep.       - Kids, Music                                                                                                                   - https://myanimelist.net/anime/35038
Eiyuu Gaiden Mozaicka                                                                                - 5.99  - 1991    - 4 episode(s)       - 30 min. per ep.       - Fantasy                                                                                                                       - https://myanimelist.net/anime/8855
Eiyuu ni wa Narenai Bokura Dakara                                                                    - 5.69  - 2003    - 5 episode(s)       - 3 min. per ep.        - School                                                                                                                        - https://myanimelist.net/anime/34690
El Cazador de la Bruja                                                                               - 7.29  - 2007    - 26 episode(s)      - 24 min. per ep.       - Adventure, Drama, Mystery                                                                                                     - https://myanimelist.net/anime/2030
El Hazard 2: The Magnificent World                                                                   - 6.95  - 1997    - 4 episode(s)       - 30 min. per ep.       - Adventure, Comedy, Fantasy                                                                                                    - https://myanimelist.net/anime/118
El Hazard: The Alternative World                                                                     - 6.91  - 1998    - 13 episode(s)      - 25 min. per ep.       - Adventure, Comedy, Fantasy                                                                                                    - https://myanimelist.net/anime/115
El Hazard: The Magnificent World                                                                     - 7.41  - 1995    - 7 episode(s)       - 34 min. per ep.       - Adventure, Comedy, Fantasy, Romance                                                                                           - https://myanimelist.net/anime/117
El Hazard: The Wanderers                                                                             - 7.06  - 1995    - 26 episode(s)      - 23 min. per ep.       - Adventure, Comedy, Romance, Fantasy                                                                                           - https://myanimelist.net/anime/116
Element Hunters                                                                                      - 6.68  - 2009    - 39 episode(s)      - 24 min. per ep.       - Sci-Fi, Shounen                                                                                                               - https://myanimelist.net/anime/5945
Endride                                                                                              - 5.78  - 2016    - 24 episode(s)      - 23 min. per ep.       - Adventure, Fantasy                                                                                                            - https://myanimelist.net/anime/32608
Engimon                                                                                              - N/A   - 2018    - 1 episode(s)       - Unknown               -                                                                                                                               - https://myanimelist.net/anime/35681
Enoshimans                                                                                           - 5.14  - 2017    - 10 episode(s)      - 3 min. per ep.        - Comedy                                                                                                                        - https://myanimelist.net/anime/35890
Entotsuya Peroo                                                                                      - 5.30  - 1930    - 1 episode(s)       - 25 min.               - Kids                                                                                                                          - https://myanimelist.net/anime/15137
Ergo Proxy                                                                                           - 7.99  - 2006    - 23 episode(s)      - 25 min. per ep.       - Sci-Fi, Mystery, Psychological                                                                                                - https://myanimelist.net/anime/790
Escaflowne                                                                                           - 7.17  - 2000    - 1 episode(s)       - 1 hr. 37 min.         - Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo                                                                     - https://myanimelist.net/anime/393
Escalator-jou no Hokou no Kiken-sei                                                                  - 3.39  - Unknown - 1 episode(s)       - 15 sec.               - Drama                                                                                                                         - https://myanimelist.net/anime/34119
Estima: Sense of Wonder                                                                              - 4.91  - 2016    - 13 episode(s)      - 15 sec. per ep.       - Sci-Fi, Cars, Comedy, Historical                                                                                              - https://myanimelist.net/anime/33871
Eto wa Merry-Go-Round                                                                                - 3.67  - 1992    - 1 episode(s)       - 2 min.                - Music                                                                                                                         - https://myanimelist.net/anime/36057
Etotama 2                                                                                            - N/A   - Unknown - Unknown episode(s) - 24 min.               - Action, Comedy, Fantasy                                                                                                       - https://myanimelist.net/anime/37346
Etotama                                                                                              - 6.97  - 2015    - 12 episode(s)      - 24 min. per ep.       - Action, Comedy, Fantasy                                                                                                       - https://myanimelist.net/anime/28221
Eureka Seven AO: Aratanari Fukaki Ao                                                                 - 6.22  - 2012    - 10 episode(s)      - 40 sec. per ep.       - Slice of Life, Comedy                                                                                                         - https://myanimelist.net/anime/15979
Eureka Seven: Navigation ray=out                                                                     - 7.05  - 2006    - 1 episode(s)       - 25 min.               - Sci-Fi, Mecha                                                                                                                 - https://myanimelist.net/anime/1631
Eureka Seven: New Order                                                                              - 6.72  - 2012    - 1 episode(s)       - 24 min.               - Adventure, Drama, Mecha, Romance, Sci-Fi                                                                                      - https://myanimelist.net/anime/13731
Eureka Seven: Pocket ga Niji de Ippai                                                                - 7.22  - 2009    - 1 episode(s)       - 1 hr. 55 min.         - Adventure, Mecha, Romance, Sci-Fi                                                                                             - https://myanimelist.net/anime/4246
Eureka Seven                                                                                         - 8.15  - 2005    - 50 episode(s)      - 24 min. per ep.       - Sci-Fi, Adventure, Drama, Romance, Mecha                                                                                      - https://myanimelist.net/anime/237
Evangelion: 1.0 You Are (Not) Alone                                                                  - 8.16  - 2007    - 1 episode(s)       - 1 hr. 40 min.         - Action, Sci-Fi, Mecha                                                                                                         - https://myanimelist.net/anime/2759
Evangelion: 2.0 You Can (Not) Advance                                                                - 8.44  - 2009    - 1 episode(s)       - 1 hr. 52 min.         - Action, Sci-Fi, Mecha                                                                                                         - https://myanimelist.net/anime/3784
Evangelion: 3.0 You Can (Not) Redo                                                                   - 7.64  - 2012    - 1 episode(s)       - 1 hr. 36 min.         - Action, Sci-Fi, Mecha                                                                                                         - https://myanimelist.net/anime/3785
Evangelion: 3.0+1.0                                                                                  - N/A   - Unknown - 1 episode(s)       - Unknown               - Action, Mecha, Sci-Fi                                                                                                         - https://myanimelist.net/anime/3786
Eve no Jikan (Movie)                                                                                 - 8.17  - 2010    - 1 episode(s)       - 1 hr. 46 min.         - Sci-Fi, Slice of Life                                                                                                         - https://myanimelist.net/anime/7465
Eve no Jikan                                                                                         - 8.19  - 2008    - 6 episode(s)       - 18 min. per ep.       - Sci-Fi, Slice of Life                                                                                                         - https://myanimelist.net/anime/3167
Experiment                                                                                           - 3.75  - 1997    - 1 episode(s)       - 3 min.                - Dementia                                                                                                                      - https://myanimelist.net/anime/33114
Eyedrops Episode 0                                                                                   - 4.87  - 2016    - 1 episode(s)       - 2 min.                - Space                                                                                                                         - https://myanimelist.net/anime/34153
